,year,state,state_po,margin,num_ballots,procedural_cost
251,2016,WASHINGTON,WA,0.1570599987518914,45,31.5
252,2016,WEST VIRGINIA,WV,0.42153646793847843,17,11.9
253,2016,WISCONSIN,WI,0.0076434319506745296,916,641.2
254,2016,WYOMING,WY,0.4576951017821537,16,11.2
255,2020,ALABAMA,AL,0.2546165295474247,28,19.6
256,2020,ALASKA,AK,0.10061190999360275,70,49.0
257,2020,ARIZONA,AZ,0.0030870958390187423,2268,1587.6
258,2020,ARKANSAS,AR,0.27620667903129353,26,18.2
259,2020,CALIFORNIA,CA,0.29163223268588595,25,17.5
260,2020,COLORADO,CO,0.13406941505740888,53,37.1
261,2020,CONNECTICUT,CT,0.20073613227352802,35,24.5
262,2020,DELAWARE,DE,0.18968129022536115,37,25.9
263,2020,FLORIDA,FL,0.033583688970617996,209,146.3
264,2020,GEORGIA,GA,0.0023558188465507726,2972,2080.4
265,2020,HAWAII,HI,0.2919466559960261,24,16.8
266,2020,IDAHO,ID,0.3077116267709968,23,16.1
267,2020,ILLINOIS,IL,0.16988194558502076,42,29.4
268,2020,INDIANA,IN,0.16059480705992976,44,30.8
269,2020,IOWA,IA,0.08152964773282043,86,60.2
270,2020,KANSAS,KS,0.1465295929543257,48,33.6
271,2020,KENTUCKY,KY,0.259350570581364,27,18.9
272,2020,LOUISIANA,LA,0.18609425612482322,38,26.6
273,2020,MAINE,ME,0.08974351235354126,79,55.3
274,2020,MARYLAND,MD,0.3321037329232836,22,15.4
275,2020,MASSACHUSETTS,MA,0.33214826114234397,22,15.4
276,2020,MICHIGAN,MI,0.027835275996867477,252,176.4
277,2020,MINNESOTA,MN,0.07110156900570645,99,69.3
278,2020,MISSISSIPPI,MS,0.16545348119403938,43,30.1
279,2020,MISSOURI,MO,0.1539087404270113,46,32.2
280,2020,MONTANA,MT,0.16369099878411195,43,30.1
281,2020,NEBRASKA,NE,0.19057532390266244,37,25.9
282,2020,NEVADA,NV,0.02390534632724623,293,205.1
283,2020,NEW HAMPSHIRE,NH,0.07351565775470055,96,67.2
284,2020,NEW JERSEY,NJ,0.15937672895464475,44,30.8
285,2020,NEW MEXICO,NM,0.10792616603442771,65,45.5
286,2020,NEW YORK,NY,0.22930590695743983,31,21.7
